document,comment_id,type,start,end,comment,flausch,translated,id
NDY-186,7138,affection declaration,12,26,{ ♡ ♡ ♥ ♥ } ich Liebe euch ich kehn alle Vidios,yes,♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪,NDY-186_7138
NDY-186,7138,positive feedback,27,47,{ ♡ ♡ ♥ ♥ } ich Liebe euch ich kehn alle Vidios,yes,♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ I love you ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ I love you ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪ ♪,NDY-186_7138
NDY-186,7139,positive feedback,2,153,{ ☆ ★ ♡ ♥ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ich Liebe Roman und Heiko,yes,{ ☆ ★,NDY-186_7139
NDY-186,7139,affection declaration,154,179,{ ☆ ★ ♡ ♥ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ich Liebe Roman und Heiko,yes,{ ☆ ★,NDY-186_7139
NDY-186,7140,positive feedback,0,9,Cooool !!,yes,Cooool!!,NDY-186_7140
NDY-186,7141,positive feedback,0,4,nice,yes,nice,NDY-186_7141
NDY-186,7142,affection declaration,0,48,erlich ihr seid so cool das ich ausrasten könnte,yes,Erlich you're so cool that I could freak out,NDY-186_7142
NDY-186,7143,positive feedback,0,12,cool 👍 👍 👍 👍,yes,cool ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7143
NDY-186,7144,positive feedback,0,4,cool,yes,cool,NDY-186_7144
NDY-186,7145,positive feedback,0,7,so geil,yes,So horny,NDY-186_7145
NDY-186,7157,positive feedback,0,17,beste parodi ever,yes,Best parodiever,NDY-186_7157
NDY-186,7158,affection declaration,0,28,und ich brauche eure songs 3,yes,And I need your songs 3,NDY-186_7158
NDY-186,7162,positive feedback,0,12,einfach geil,yes,Simply horny,NDY-186_7162
NDY-186,7163,positive feedback,3,22,hi das viedio ist cool,yes,hi the viedio is cool,NDY-186_7163
NDY-186,7166,affection declaration,130,155,"kommt mal nach landshut auf dir ursuluinen realschule und gs petr und paul und staatliche reaschule und mittelschule schönbrunn , ihr seit einfach nur geil number one",yes,"comes to landshut on you uruluinen real school and gs petr and paul and state rea school and middle school schönbrunn, her since just horny number one",NDY-186_7166
NDY-186,7166,affection declaration,156,166,"kommt mal nach landshut auf dir ursuluinen realschule und gs petr und paul und staatliche reaschule und mittelschule schönbrunn , ihr seit einfach nur geil number one",yes,"comes to landshut on you uruluinen real school and gs petr and paul and state rea school and middle school schönbrunn, her since just horny number one",NDY-186_7166
NDY-186,7167,affection declaration,0,20,Lochis ihr seid geil,yes,Lochis you're horny,NDY-186_7167
NDY-186,7168,positive feedback,0,4,geil,yes,Horny,NDY-186_7168
NDY-186,7169,positive feedback,0,32,"Lied und Video , richtig gut ☺ 👍",yes,"Song and video , really good",NDY-186_7169
NDY-186,7170,positive feedback,0,24,Die Parodie ist vol cool,yes,The parody is vol cool,NDY-186_7170
NDY-186,7173,affection declaration,0,51,"Ey , ihr seid die coolsten forever !!!!!!!!!!!!!!!!",yes,"Ey, you are the coolest forever !!!!!!!!!!!!!!!!!!",NDY-186_7173
NDY-186,7174,affection declaration,0,28,"Roman , du bist voll süß 💞 💕",yes,"Roman, you're full of sweet",NDY-186_7174
NDY-186,7175,agreement,12,27,Andrea Hahn ja das stimmt 💕,yes,Andrea Hahn yes that's right,NDY-186_7175
NDY-186,7176,positive feedback,0,4,cool,yes,cool,NDY-186_7176
NDY-186,7177,affection declaration,0,26,lochis ihr seid super cool,yes,lochis you're super cool,NDY-186_7177
NDY-186,7180,positive feedback,0,45,Das taiel mit Monterrey Nash ist richtig geil,yes,The taiel with Monterrey Nash is really cool,NDY-186_7180
NDY-186,7181,positive feedback,0,19,voll das geile lied #socool lochis,yes,full the horny song #socool lochis,NDY-186_7181
NDY-186,7181,positive feedback,20,34,voll das geile lied #socool lochis,yes,full the horny song #socool lochis,NDY-186_7181
NDY-186,7182,positive feedback,0,12,einfach geil,yes,Simply horny,NDY-186_7182
NDY-186,7185,positive feedback,0,17,best Lied forever,yes,best song forever,NDY-186_7185
NDY-186,7186,positive feedback,0,14,luchtige musik,yes,ludicrous music,NDY-186_7186
NDY-186,7188,positive feedback,0,26,Dillan white ?? Cooool 😅 💖 oder ? Bei 1:12,yes,Dillan white ?? Cooool ? ? ? or ? at 1:12,NDY-186_7188
NDY-186,7190,positive feedback,0,35,voll cool das der grischi dabei ist,yes,fully cool that the grishi is present,NDY-186_7190
NDY-186,7191,agreement,0,26,Ja Fabian is einfach dabei Mega nice 👌,yes,Yes Fabian is just doing Mega nice,NDY-186_7191
NDY-186,7191,positive feedback,27,38,Ja Fabian is einfach dabei Mega nice 👌,yes,Yes Fabian is just doing Mega nice,NDY-186_7191
NDY-186,7194,affection declaration,0,17,Ihr seid Uhr cool,yes,You're watch cool,NDY-186_7194
NDY-186,7196,affection declaration,0,23,Hi Roman ich liebe dich,yes,Hi Roman I love you,NDY-186_7196
NDY-186,7197,affection declaration,0,40,Roman du bist so süß Heiko aber auch 😘 😘,yes,Roman you are so sweet Heiko but also,NDY-186_7197
NDY-186,7198,agreement,14,20,anna Personke jaaa 😍 die sind voll süß 💖 💖,yes,anna Personke jaaa,NDY-186_7198
NDY-186,7198,affection declaration,21,42,anna Personke jaaa 😍 die sind voll süß 💖 💖,yes,anna Personke jaaa,NDY-186_7198
NDY-186,7199,agreement,14,27,anna Personke ja hast recht,yes,anna Personke yes you're right,NDY-186_7199
NDY-186,7200,agreement,0,14,ja hasst recht doch heiko finde ich süüsser,yes,yes hates right but heiko I find sweeter,NDY-186_7200
NDY-186,7202,positive feedback,0,4,geil,yes,Horny,NDY-186_7202
NDY-186,7205,compliment,0,24,sid todal echt aus heiko,yes,Sid todal real from heiko,NDY-186_7205
NDY-186,7211,affection declaration,0,47,Auch wenn ihr Augen Ringe habt ihr seid so geil aber am meisten Roman3,yes,Even if you have eyes rings you are so horny but most novel3,NDY-186_7211
NDY-186,7212,positive feedback,0,39,"Jeden Morgen höre ich dieses Lied ! (-: Ist ja auch die Wahrheit , wenn man schon um 5.45 Uhr wach werden muss ...",yes,"Every morning I hear this song ! (-: Is also the truth , if you have to wake up already at 5.45 o'clock ...",NDY-186_7212
NDY-186,7213,positive feedback,0,3,kul . was,yes,kul . what,NDY-186_7213
NDY-186,7221,affection declaration,0,100,Ihr seid Col 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎 😎,yes,"You're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you're Col, you', you', you', you', you', you', you', you', you', you're Col, you're Col, you', you're Col, you're Col, you', you're Col, you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you', you",NDY-186_7221
NDY-186,7225,affection declaration,0,46,"Sie sind doch nicht cool , sie sind die besten",yes,"They're not cool, they're the best",NDY-186_7225
NDY-186,7226,affection declaration,0,26,Di lochis sind die sü Sten,yes,Di lochis are the su Sten,NDY-186_7226
NDY-186,7229,positive feedback,0,44,Die lieder die ihr macht sind einfach hammer,yes,The songs you make are just hammer,NDY-186_7229
NDY-186,7231,compliment,14,68,kein hat aber Heiko kann besser singen aber Roman kann dass auch gut,yes,no one has but Heiko can sing better but Roman can also sing well,NDY-186_7231
NDY-186,7235,positive feedback,0,19,🎸 🎸 🎸 🎸 🎸 🎸 🎸 🎸 🎸 🎸,yes,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",NDY-186_7235
NDY-186,7237,positive feedback,0,16,einfach nur cool,yes,Just cool,NDY-186_7237
NDY-186,7238,affection declaration,0,29,ihr seid cool Roman und heiko,yes,You're cool Roman and heiko,NDY-186_7238
NDY-186,7241,positive feedback,0,25,Ich find eure videos cool,yes,I find your videos cool,NDY-186_7241
NDY-186,7245,positive feedback,0,4,nice,yes,nice,NDY-186_7245
NDY-186,7246,positive feedback,0,4,cool,yes,cool,NDY-186_7246
NDY-186,7247,compliment,47,80,Eigentlich mag ich das Lied Sugar nicht . Aber ihr macht es immer wiedder cool .,yes,"Actually, I don't like the song Sugar. But you always make it cool.",NDY-186_7247
NDY-186,7248,positive feedback,0,20,DAS BESTE VIDEO EVER,yes,THE BEST VIDEO EVER,NDY-186_7248
NDY-186,7252,affection declaration,0,22,Roman du bist so süß 😍,yes,Roman you're so sweet,NDY-186_7252
NDY-186,7255,ambiguous,0,51,😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😅 😅 😅 😅 😅 😂 😂 😀 😀 😀 😀 😀 😁 😁 😁 😁,yes,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",NDY-186_7255
NDY-186,7257,affection declaration,0,80,ihr seid so niedlich 😘 😘 😘 😘 😍 😍 😍 😍 💑 💑 💑 💑 💏 💏 💏 💏 💓 💓 💓 💓 💓 💓 💋 💋 💋 💋 💋 💋 💋 💋,yes,"you're so cute, you're so cute, you're so cute, you're so cute, you're so cute, you're so cute, you're so cute, you're so cute, you're so cute.",NDY-186_7257
NDY-186,7258,agreement,12,24,Fiona Jäger isso 😅 😅 😅 😅,yes,Fiona Hunter Isso Isso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso,NDY-186_7258
NDY-186,7259,ambiguous,0,3,lol,yes,lol,NDY-186_7259
NDY-186,7260,positive feedback,0,69,Mein Lieblings lied 😍 😍 😍 😍 😍 😍 👏 👏 👏 👏 👏 👍 👍 👍 👍 👍 👍 👏 👏 👏 👏 👏 👏 👏 👏,yes,"My favorite song, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",NDY-186_7260
NDY-186,7261,agreement,12,24,Fiona Jäger isso 😂 😂 😂 😂,yes,Fiona Hunter Isso Isso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso Iso,NDY-186_7261
NDY-186,7262,affection declaration,0,15,0:25 Fabian 😍 💙,yes,0:25 Fabian -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7262
NDY-186,7263,positive feedback,0,24,"Geiles Lied , mal wieder",yes,"Horny song , once again",NDY-186_7263
NDY-186,7264,affection declaration,0,16,Ich liebe euch ❤ und wann macht ihr wider ein song,yes,I love you and when do you go against a song,NDY-186_7264
NDY-186,7275,positive feedback,0,11,geiles lied,yes,Horny Song,NDY-186_7275
NDY-186,7277,affection declaration,0,17,Fabiiii ❤ ❤ ❤ ❤ ❤,yes,FABIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,NDY-186_7277
NDY-186,7283,ambiguous,0,5,😹 😹 😹,yes,"I'm sorry, I don't know, but I'm sorry.",NDY-186_7283
NDY-186,7285,positive feedback,74,94,Frohes Neues Jahr an eure ganze Familie . Auch wenn ich sie nicht kenne . Ich liebe eure Songs .,yes,Happy New Year to your whole family. Even if I don't know them. I love your songs.,NDY-186_7285
NDY-186,7286,positive feedback,0,15,"das ist so geil weiter so , du bist mein bester Fun ich mage alle eure Videos voll cooool 😍 😍 😍 😍 😍 😘 😘 💑 :-)",yes,"that's so cool on so, you're my best fun I like all your videos full cooool ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",NDY-186_7286
NDY-186,7286,encouragement,16,25,"das ist so geil weiter so , du bist mein bester Fun ich mage alle eure Videos voll cooool 😍 😍 😍 😍 😍 😘 😘 💑 :-)",yes,"that's so cool on so, you're my best fun I like all your videos full cooool ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",NDY-186_7286
NDY-186,7286,affection declaration,28,51,"das ist so geil weiter so , du bist mein bester Fun ich mage alle eure Videos voll cooool 😍 😍 😍 😍 😍 😘 😘 💑 :-)",yes,"that's so cool on so, you're my best fun I like all your videos full cooool ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",NDY-186_7286
NDY-186,7286,positive feedback,52,77,"das ist so geil weiter so , du bist mein bester Fun ich mage alle eure Videos voll cooool 😍 😍 😍 😍 😍 😘 😘 💑 :-)",yes,"that's so cool on so, you're my best fun I like all your videos full cooool ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",NDY-186_7286
NDY-186,7286,positive feedback,78,109,"das ist so geil weiter so , du bist mein bester Fun ich mage alle eure Videos voll cooool 😍 😍 😍 😍 😍 😘 😘 💑 :-)",yes,"that's so cool on so, you're my best fun I like all your videos full cooool ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",NDY-186_7286
NDY-186,7291,positive feedback,0,10,Nice 🤣 🙊 ❤,yes,Nice -----------Nice ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,NDY-186_7291
NDY-186,7296,positive feedback,0,8,omg cool,yes,omg cool,NDY-186_7296
NDY-186,7297,affection declaration,0,35,ich Liebe ROMAN 😙 😙 😙 😙 😍 😍 😍 😍 💌 💐,yes,"I love ROMAN , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,",NDY-186_7297
