phrase,label
ich finde du kannst echt megaa gut singen ♡,compliment
ly :),affection declaration
suuuuuuppppeeeeeerrrrrr,positive feedback
"Unglaublich , Luna !",positive feedback
du siehst in dem video total toll aus :),compliment
Ich liiieebe dein Make Up * - *,compliment
ccol,positive feedback
"wie das funktioniert hat mit den videos einbauen , mal was neues",not
jaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa man,ambiguous
Tolles Video !,positive feedback
Vichy Produkte mag ich auch ! :),not
Ich mag deine Haare soooo gerne !! 3,compliment
War jetzt nicht wirklich die beste Parodie aber,not
da steckt viel arbeit drinn deswegen hab ich euch euch ein daumen hoch gegeben :),positive feedback
Luca ? Du hier ? Warum ? 🤔 😂,not
❤️,positive feedback
ich 30 min 😂 😂,not
❤,positive feedback
Tolle Parodie,positive feedback
Geiles video,positive feedback
Das Video ist so toll . ❤️,positive feedback
Ich will acuh so ne süße Mickey Mouse Stimme,compliment
ist egal welches lied mir gefallen alle liede von euch ;))) XD,positive feedback
Lochis sind Cool ! 🙈 ❤,affection declaration
"hey , du solltest bei einer review doller zwischen objektiver und subjektiver aussage unterscheiden finde ich . das sie das nicht selber geschrieben hat weißt du ja mittlerweile bestimmt .",not
für die erste richtige buch-review find ichs gut,positive feedback
",",not
mach bitte mehr ! :D,encouragement
geil alter,positive feedback
vollll geiles Video ✌ 🕶,positive feedback
Mein Abo habt ihr :),positive feedback
das Lied ist toll ;*,positive feedback
Geil !!!!!!!,positive feedback
super tolles video ! :D,positive feedback
Geil,positive feedback
Also ich finde Pyjamas super cool ! Kann dir nur zustimmen ! :)) Die machen im Winter einfach so eine kuschlige Atmosphäre und man fühlt sich so wohl :) Auch einfach weil man im Winter meistens die Abende mit einem Tee und Schoki zu Hause verbringt . Dann gehören Pyjamas einfach dazu meiner Meinung nach :) Ach und,not
tolles Video !,positive feedback
LOCHIS IHR SEID LOL,ambiguous
Ich finde der mit dem weißen Pulli sieht irgendwie süß aus,affection declaration
.,not
ich bin ein großer Fan von euch,group membership
ich finde ihr singt gut,compliment
aber ihr solltet nicht immer in die Kamera gucken,not
Ich guck mir das zum 5 mal an :D,positive feedback
Voll süß,positive feedback
", 25 Abonnenten :D",not
😊 😇,positive feedback
geiles Vidio so wie immer,positive feedback
Tolles Video :*,positive feedback
Achja und :,not
du siehst sooooooo super aus in dem Video :),compliment
Heiko stehen capys richtig gut und Roman stehen Lederjacken gut 👍 ❤ 😍,compliment
ihr seht so geil aus : x ❤,compliment
Hey die lochis ihr seid die besten ever,affection declaration
und ich heiße nich Klaus sondern Niklas weil das ist mein Vater diesens Lied singe ich immer wenn ich mein aufladegered nicht viende und ich bin 11 Jahre bitte schreibt mir mal zurück Okey Stau leute,not
Geils Video und geils Lied,positive feedback
Bitte macht neue Parodien,encouragement
du bist echt wahnsinnig schön ! :),compliment
und,not
deine Videos sind super ! :D,positive feedback
Roman hat bei Kiddy Contest gewonnen ;)),not
und beide soo hüpsch ♥ ♥,compliment
und können soo toll singen,compliment
und soo geile viedeos ♥,positive feedback
+ Julia Baum,not
haha ich weiß was du meinst,agreement
ich finde das voll schön,positive feedback
♥ ☆ ♥ ☆ :-),positive feedback
Cool,positive feedback
Richtig geiles Cover ( :,positive feedback
"Und vielleicht seid ihr nicht die aller besten Sänger , aber",not
ich finde es klingt verdammt gut ( :,positive feedback
"an alle die , die dumm reden .. macht ihr das doch erstmal besser :D ich wette , ihr abgefuckten Kinder bekommt nicht mal einen graden Ton hin ( ; Erbärmlich , echt erbärmlich !",not
können wir dieses Video immer wieder angucken,positive feedback
ihr macht so geile geile Lieder,compliment
weiter so,encouragement
dielochis ihr seit die besten Youtuber der welt,affection declaration
hammer !!!,positive feedback
Als ob die sich blamieren,not
deswegen sind sie auch die besten Nachwuchs video- Dings Macher !,compliment
❤️,positive feedback
cooes Video,positive feedback
Die Idee mit der community ist sehr cool,positive feedback
und,not
die Tipps sind sehr hilfreich,positive feedback
.,not
lass sie doch machen,not
sie wissen halt net wie gut die lochis sind,compliment
cool,positive feedback
geil,positive feedback
geht mir genau so,not
cool : 3,positive feedback
Macht weiter so （＞ｙ＜）,encouragement
Ich habe auf ganz Xou Tube noch nie so ein schönes Video gesehn,positive feedback
.,not
Von den Aufnahmen her einfach nur super toll,positive feedback
.,not
"Das bestätigt nur wieder , das ich mir sicher bin , dass ich sowas mal studieren will . Danke ♡",gratitude
heiko du sist schön aus,compliment
au,not
heiko hab ich fast fergesen du singst auch ser schön .,compliment
du siehst soo geil aus in diesem Video ! ♥,compliment
Am Anfang sind deine haare voll schön,compliment
. Kannst du zur der Frisur ein Tutorial machen ?,not
Richtig toll mit den ganzen Tipps von anderen Zuschauern !,positive feedback
alter soo geil,positive feedback
ihr seid super !!!!!!!!!,affection declaration
Fol geil,positive feedback
geilo,positive feedback
Ihr Seid die besten auf der welt,affection declaration
"Roman , Heiko ihr seid die besten YouTuber 😍 😍 😍 😍",affection declaration
Ich liebe euch ❤,affection declaration
und wann macht ihr wider ein song,not
Luna ist einer dieser Personen die ich perfekt nennen würde . ❤,affection declaration
Meine Morgenroutine : -Augen Aufmachen - #Zwilling anmachen -Lochimerch anziehen -im Bad fertig machen ( natürlich richtig abgehen mit Ab geht's ) -Frühstücken und dann mit #Zwilling oder Parodien in die Schule fahren ❤ ❤ 😍 😁,not
Ihr glaubt nicht wie stolz ich auf euch bin ❤ 😍,affection declaration
Ihr zaubert mir immer ein Lächeln ins Gesicht 😍 ❤,affection declaration
Ihr seit so schnell Groß geworden 😢 ❤ 😍,compliment
17 Jahre ❤ 😁 In 2 Monaten schon 18 ❤ 💎 Volljährig ... ❤ 😍 Erwachsen 😍 ❤ 💎 😢,not
Egal wie alt ihr seit 💎 ❤ egal was in der Zukunft passieren wird ❤ 😍 Wir #daslochiversum wir euch nieeeee vergessen 😍 ❤,affection declaration
Ihr werdet nie aus unserem Herzen verschwinden 😢 ❤,affection declaration
Ihr macht unsere Jugend schön ❤ 💎 💪,affection declaration
Mit über 2 mio. Abbos seit ihr jetzt unvergesslich 💎 ❤ 😢,affection declaration
Einmal Lochinator immer Lochinator ❤ 💪,affection declaration
"Wir lieben Engel , die unser Leben einfach sooo toll machen ❤ 😍 💎",affection declaration
Merch tragen wir mit Stolz ! ❤ 💎 viel Stolz ❤ 😍,affection declaration
Leute wenn ihr die Lochis nicht mögt dann guckt sie einfach nicht und hört auf die ganze zeit mit dem selben Mist die Kommentare zuzumüllen Und an die Lochis,not
Leute ich mag eure Parodien richtig gerne,positive feedback
"aber bitte zieht es nicht ins lächerliche und werdet nicht so widerlich wie die anderen z. b das ihr immer euch angeblich scheiße von den Finger leckt die eigentlich Schokolade ist um mehr Abonnenten zu bekommen wenn ihr das lässt werden euch viel mehr Menschen mögen , glaubt mir",not
❤ 👍🏻,positive feedback
Deine Videos sind unbeschreiblich . . ♡ ♡ ♡ ♡,positive feedback
+ Luna Darko eas hadt du an deinen linken Schenkel ???! <b> - </b>,not
"Das ist echt toll , ich liebe es . ^^",positive feedback
🎸 🎸 🎸 🎸 🎸 🎸 🎸 🎸 🎸 🎸,positive feedback
Ist echt Hammer geworden !!!,positive feedback
Mega geil : o,positive feedback
Mitgefühlt 💞,positive feedback
Frage : wie heißt diese Art von Video ? : o,not
"Ich liebe sowas weil man sieht , wieviel Mühe reingesteckt wurde und ich fühle bei sowas immer mit 💞",positive feedback
Dein Styling in dem Video ist hammer schön !! : o,compliment
Haha ❤️ cool,positive feedback
❤ supet,positive feedback
Geilo ♥ ♥ ♥,positive feedback
Coole Idee ☺,positive feedback
cool,positive feedback
omg !!,positive feedback
richtig krassen video,positive feedback
ich hatte so Gänsehaut als du angefangen hast zu wein !,positive feedback
mach weiter so,encouragement
Sehr gutes Video,positive feedback
und die 26 denen dieses Video nicht gefällt Gott soll euch rechtleiten ..,not
Danke für das Video,gratitude
",",not
hat mir echt geholfen :),positive feedback
"FAHHHAHAAHHHHAHAH sooo geil , 😂 😂 😂 😍 😏",positive feedback
Ich liebe diese Quietschstimme so sehr :D :D,compliment
Danke für die tipps !,gratitude
Hast du schon ein video zu der Frisur gemacht die du am Anfang des Videos hattest ??? denn,not
die ist nämlich superschön !!!!! ;),compliment
Gut !,positive feedback
"Haha , geil . ❤ 😍 😅",positive feedback
ich weis nicht was ich sagen oder besser schreiben soll,not
ihr seit lol,ambiguous
lol lol lol,ambiguous
❤ 😂,positive feedback
"Abo 100 % musik 99,9 % xD",positive feedback
geil,positive feedback
maaaaaaaaaan alter ich habt eine hammer stimme alter,compliment
macht so weiter,encouragement
was die anderen deppen komentieren die sollens selbst mal nach machen,not
ihr seid geil,affection declaration
Höchstens 10 min oder 20 Ka wen ich Kb habe mich fertig zu machen so 5 min mindestens,not
❤️,positive feedback
Mach mal ein make Up Tutorial wie du in den Video geschminkt bist,not
❤️,positive feedback
Meien Morgen Routine = mein Wecker klingelt um 6:30 dann gehe ich ins Bad danach ziehe ich mich an mache meine Haare und dann bin ich meist um 7 fertig und die letzte halbe Stunde verbringe ich noch am Handy und halb 8 holt mich meine Freundin schon ab und wir gehen zur Schule ☺️ ich weis eine sehr unspektakuläre morgen Routine aber naja 😂,not
👍🏻 💕,positive feedback
😍,positive feedback
ich bin auch Mädchen und brauche um die 15 min . also nicht sehr lange .. und ich lege meine Sachen abends raus damit ich früh schneller fertig bin 😂 😂,not
lieb euch Hei Ro ❤ ❤,affection declaration
Haha,not
Fabi 😂 ❤️ ❤️,affection declaration
super,positive feedback
heiko und romann ihr seid die geilsten,affection declaration
I LIKE YOUR,affection declaration
wo wohnt ihr und in welches gymi geht ihr und könnt ihr bei ein wir klären auf viedeo mal ernst bleiben weil mansche sachen z. b. ihr seid der hammer habt ihr auch nicht ernst genommen bitte,not
auf jeden fall bin ich euer größter FAN !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,group membership
+ Andy Locher,not
sie sind cool,affection declaration
und,not
manchen gute Musik und Unterhaltung,compliment
aber das kennst du ja nicht Doofii,not
Cool Cool Cool,positive feedback
ihr seid die besten,affection declaration
super tolles video :),positive feedback
ihr wart so knuffich :),affection declaration
😌 😃 😃 😌 😌 😃 😃 😃,positive feedback
Mega gut,positive feedback
Roman du bist heiß !! * O * ♥ ♥ c :,affection declaration
ihr seid echt so cool ☺,affection declaration
ich bin ein riesen fan von euch,group membership
Voll Cool,positive feedback
Ich mag die Lochis und Robin Schulz,affection declaration
es ist jetzt mein lieblings ♥,positive feedback
Also erstmal die Parodie ist der Hammer,positive feedback
und Rude wäre echt geil oder wie wäre es mit Problem von Ariana Grande,not
woher ist diese supi tolle mütze ?,positive feedback
und zum thema PJs ich find so richtig peinliche wie du sagst exxtrem toll :) man muss nur drauf achten wenn man sie an hat nicht dem Postboten die Tür auf zumachen :)) exrem peinlich kann ich nur sagen :O,not
Die lochis sind geil aber richtig geil,affection declaration
Ich brauche im Bad meistens 30 min .,not
ICH LIIIIIEBE EURE VIDIEOS !!!!,positive feedback
Ich liebe euch,affection declaration
oh mein gott bistu süüüüß xD,affection declaration
willste n date mit mir ? haha lol,not
bin ein Mädchen und brauche im Bad 10 - 15 Minuten und grüße euch,not
❤ 💓,positive feedback
Cool,positive feedback
Ihr habt eine so geile Stimme,compliment
beachtet die dummen kommentare nicht ! diese leute sind humorlos und spießig !,not
macht weiter so ! :DDD,encouragement
dieser song ist der warnsin,positive feedback
und,not
das ist nun mein lieblings song,positive feedback
Gänsehaut am ganzen Körper,positive feedback
", und das als Junge .",not
Krass,positive feedback
",",not
"Luna du bist toll , merk dir das",affection declaration
.,not
nice,positive feedback
#waahnsinn !! :D,positive feedback
Roman singt besser als Heiko Heiko sollte sich mal ein Beispiel an Roman nehmen aber,not
lieben tue ich euch beide,affection declaration
Bussi,positive feedback
liebe Grüße Flora auf musical.ly heiße ich 33kasi folgt mir alle Bussi,not
Geil,positive feedback
trifft nicht wirklich zu trotzdem,not
cooles Video,positive feedback
Danke dir :),not
< 33,positive feedback
wie süß das er so nervös is :),positive feedback
Ich mag deine Version der Buch-Review,positive feedback
sehr schön :),positive feedback
Aber das Buch werde ich mir wohl nicht kaufen ..,not
Richtig tolles video 💕,positive feedback
Des Echte lied dangerous was früher mein lieblingslied also dafür schon mal ein like,positive feedback
"eine andere Art ein video zu gestalten , die dir wirklich sehr gut gelungen ist !",compliment
Omg !!!,positive feedback
Das ist das schönste video wo ich jemals gesehen habe und ich schaue ziemlich viel videos :-D,positive feedback
